,syntax_penn_tok1,syntax_penn_tok2,syntax_penn_lem1,syntax_penn_lem2,lexical_tok1,lexical_tok2,lexical_lem1,lexical_lem2,condition_info,condition
0,0.9031562581637534,0.630661779848844,0.9478997753905336,0.6018593303410031,0.609700354869357,0.06672933269202479,0.6135812200584758,0.07676463270409625,072AG.cha.conv.txt-rand.txt,TD
1,0.8331595395393577,0.565358060918592,0.9453688430039304,0.68731475185912,0.7692549573193924,0.16088065884529984,0.7763753942279557,0.1683840662695958,101BM.cha.conv.txt-rand.txt,TD
2,0.8344099390823929,0.5148331048329954,0.9346662942892237,0.6284251857868964,0.5650555577799393,0.0749604847937426,0.5798248817823968,0.07729026715540457,058NR.cha.conv.txt-rand.txt,TD
3,0.6910986387773135,0.4284758984875759,0.7655178522998852,0.5279046385342412,0.520152017059987,0.07032083315245209,0.525972601521777,0.06861964625830244,006MD.cha.conv.txt-rand.txt,TD
4,0.8583572607955476,0.5609623897647813,0.8683976435991667,0.6565631934543456,0.41593541536923384,0.033759027080027586,0.4631902772229628,0.03924777783401655,009JL.cha.conv.txt-rand.txt,TD
5,0.8146220961346424,0.5455323864283712,0.9401254360932193,0.6391758793230428,0.6073122941480265,0.17800789684083143,0.6029179754939419,0.1967293565760358,028MH.cha.conv.txt-rand.txt,TD
6,0.8246030422665868,0.5547997269324632,0.961625202255908,0.696697017249451,0.6534407479608327,0.1108010261127103,0.6694813790383807,0.11682312643180226,065JM.cha.conv.txt-rand.txt,TD
7,0.5773955773955773,0.3673588575046395,0.6574043074844812,0.4827163395582939,0.4564750993189579,0.0820691495934816,0.46013889828110355,0.0851087619388821,012MB.cha.conv.txt-rand.txt,TD
8,0.8036872243191652,0.482386577539907,0.9036787541009982,0.593989352756295,0.5083427684978419,0.09225886061442325,0.5183609973508749,0.11292631996227462,030SN.cha.conv.txt-rand.txt,TD
9,0.8740878718243875,0.6430687101507719,0.9231374914242675,0.7990426427659775,0.5357201401495022,0.12050776794584762,0.5496443346312415,0.13083723365884956,029ES.cha.conv.txt-rand.txt,TD
10,0.8174790992382412,0.520308849590927,0.8871384857254131,0.6409886983059856,0.4399652115424074,0.038467762490490276,0.4376451364636574,0.03770360255759224,043MS.cha.conv.txt-rand.txt,TD
11,0.8276405940056925,0.3739129903730919,0.9217353751105837,0.45379492269609156,0.390444075805816,0.07588730846315726,0.4298128311230748,0.07518697496696285,077EG.cha.conv.txt-rand.txt,TD
12,0.8425939482998136,0.563869101391309,0.9371111109973126,0.6496791361958786,0.5635658668272424,0.059795353380623986,0.5870129896844923,0.06740701103684196,053CW.cha.conv.txt-rand.txt,TD
13,0.8808092191801427,0.6388789923022019,0.9341843680475552,0.6799137166905651,0.660697689041445,0.20868230658049244,0.6724836084240845,0.20840940412327988,110AR.cha.conv.txt-rand.txt,TD
14,0.9320303070290039,0.6897409018845111,0.9653696741200126,0.7908444325232911,0.42187683994405445,0.054896986354970284,0.4370008508150858,0.05275895183578737,020MV.cha.conv.txt-rand.txt,TD
15,0.8770095112192989,0.5233934973383875,0.894917530252765,0.6169496144156479,0.5727630037374636,0.16353110301391396,0.6166408898506315,0.17796166017651777,092GA.cha.conv.txt-rand.txt,TD
16,0.9379854792741043,0.6035047100581488,0.9354414470947765,0.6628826109120898,0.4955309006793395,0.07081252453114482,0.5005268621960731,0.08159478606045309,052NR.cha.conv.txt-rand.txt,TD
